,GENE_ID,GENE,Chr
19255,ENSG00000123562,MORF4L2,X
19256,ENSG00000258674,,19
19257,ENSG00000224475,RPL7AP40,7
19258,ENSG00000228680,,7
19259,ENSG00000103415,HMOX2,16
19260,ENSG00000262513,,HSCHR5_1_CTG5
19261,ENSG00000262922,RNU6-164P,HSCHR5_1_CTG5
19262,ENSG00000172115,CYCS,7
19263,ENSG00000268620,,19
19264,ENSG00000228021,,10
19265,ENSG00000249534,LINC01258,4
19266,ENSG00000281763,DHX36,HSCHR3_2_CTG2_1
19267,ENSG00000105058,FAM32A,19
19268,ENSG00000168438,CDC40,6
19269,ENSG00000280978,CEP72-DT,HSCHR5_5_CTG1
19270,ENSG00000280666,,HSCHR5_5_CTG1
19271,ENSG00000280688,CEP72,HSCHR5_5_CTG1
19272,ENSG00000270257,,4
19273,ENSG00000281861,SLC9A3,HSCHR5_5_CTG1
19274,ENSG00000223605,,4
19275,ENSG00000248915,ACTR6P1,4
19276,ENSG00000277101,ARHGEF26,HSCHR3_2_CTG2_1
19277,ENSG00000248547,,4
19278,ENSG00000250215,CIR1P2,4
19279,ENSG00000214297,ALDOAP2,10
19280,ENSG00000251005,H3P15,4
19281,ENSG00000237635,DUX4L29,10
19282,ENSG00000203867,RBM20,10
19283,ENSG00000281157,ARHGEF26-AS1,HSCHR3_2_CTG2_1
19284,ENSG00000286136,,4
19285,ENSG00000286891,,4
19286,ENSG00000284627,,7
19287,ENSG00000224808,SRGAP3-AS1,3
19288,ENSG00000287069,,3
19289,ENSG00000250277,,4
19290,ENSG00000104324,CPQ,8
19291,ENSG00000250183,,4
19292,ENSG00000254672,WEE2P1,11
19293,ENSG00000254447,,11
19294,ENSG00000255519,,11
19295,ENSG00000172940,SLC22A13,3
19296,ENSG00000254582,PSMA2P1,11
19297,ENSG00000169919,GUSB,7
19298,ENSG00000248506,TUBAP10,4
19299,ENSG00000169550,MUC15,11
19300,ENSG00000271053,,4
19301,ENSG00000005059,MCUB,4
19302,ENSG00000154529,CNTNAP3B,9
19303,ENSG00000268087,,19
19304,ENSG00000231154,MORF4L2-AS1,X
19305,ENSG00000179363,TMEM31,X
19306,ENSG00000231897,MARK2P14,3
19307,ENSG00000272121,,3
19308,ENSG00000226216,RPS12P5,3
19309,ENSG00000100280,AP1B1,22
19310,ENSG00000268279,,3
19311,ENSG00000254514,,11
19312,ENSG00000269743,SLC25A53,X
19313,ENSG00000108039,XPNPEP1,10
19314,ENSG00000249842,,5
19315,ENSG00000250787,HMGN1P17,5
19316,ENSG00000251649,LINC02379,4
19317,ENSG00000251187,,5
19318,ENSG00000102007,PLP2,X
19319,ENSG00000180438,TPRXL,3
19320,ENSG00000248555,LINC01339,5
19321,ENSG00000287924,,4
19322,ENSG00000249018,GAPDHP56,4
19323,ENSG00000249311,TERF1P3,4
19324,ENSG00000288567,,4
19325,ENSG00000287823,,6
19326,ENSG00000281612,,HSCHR4_1_CTG9
19327,ENSG00000251326,LINC02479,4
19328,ENSG00000280626,,HSCHR4_1_CTG9
19329,ENSG00000280578,,HSCHR4_1_CTG9
19330,ENSG00000227678,,6
19331,ENSG00000280504,,HSCHR4_1_CTG9
19332,ENSG00000105393,BABAM1,19
19333,ENSG00000012211,PRICKLE3,X
19334,ENSG00000278216,UGT2A3,HSCHR4_1_CTG9
19335,ENSG00000198856,OSTC,4
19336,ENSG00000253404,CTNNA1-AS1,5
19337,ENSG00000136986,DERL1,8
19338,ENSG00000281308,UGT2B27P,HSCHR4_1_CTG9
19339,ENSG00000280525,,HSCHR4_1_CTG9
19340,ENSG00000285917,,6
19341,ENSG00000248192,ATG10-AS1,5
19342,ENSG00000280794,,HSCHR4_1_CTG9
19343,ENSG00000287683,,6
19344,ENSG00000281547,UGT2B29P,HSCHR4_1_CTG9
19345,ENSG00000275190,UGT2B10,HSCHR4_1_CTG9
19346,ENSG00000248674,RBBP4P6,5
19347,ENSG00000146425,DYNLT1,6
19348,ENSG00000281154,,HSCHR4_1_CTG9
19349,ENSG00000112972,HMGCS1,5
19350,ENSG00000281510,,HSCHR4_1_CTG9
19351,ENSG00000277132,UGT2B15,HSCHR4_1_CTG9
19352,ENSG00000280740,,HSCHR4_1_CTG9
19353,ENSG00000280720,,HSCHR4_1_CTG9
19354,ENSG00000278061,MT2P1,HSCHR4_1_CTG9
19355,ENSG00000281704,,HSCHR4_1_CTG9
19356,ENSG00000274058,TMPRSS11E,HSCHR4_1_CTG9
19357,ENSG00000175928,LRRN1,3
19358,ENSG00000281174,,HSCHR4_1_CTG9
19359,ENSG00000217878,,6
19360,ENSG00000281127,,HSCHR4_1_CTG9
19361,ENSG00000281890,,HSCHR4_1_CTG9
19362,ENSG00000021300,PLEKHB1,11
19363,ENSG00000275272,YTHDC1,HSCHR4_1_CTG9
19364,ENSG00000281511,MTCO2P32,HSCHR5_3_CTG1
19365,ENSG00000280841,,HSCHR5_3_CTG1
19366,ENSG00000275079,LPCAT1,HSCHR5_3_CTG1
19367,ENSG00000184423,RPL23AP38,3
19368,ENSG00000234123,RHBDF1P1,3
19369,ENSG00000274811,CLPTM1L,HSCHR5_3_CTG1
19370,ENSG00000230465,VENTXP4,3
19371,ENSG00000224094,RPS24P8,3
19372,ENSG00000109182,CWH43,4
19373,ENSG00000283963,,HSCHR5_8_CTG1
19374,ENSG00000112038,OPRM1,6
19375,ENSG00000230111,H3P11,3
19376,ENSG00000284036,,HSCHR5_8_CTG1
19377,ENSG00000284420,,HSCHR5_8_CTG1
19378,ENSG00000283989,,HSCHR5_8_CTG1
19379,ENSG00000185608,MRPL40,22
19380,ENSG00000183960,KCNH8,3
19381,ENSG00000284287,,HSCHR5_8_CTG1
19382,ENSG00000284434,,HSCHR5_8_CTG1
19383,ENSG00000281736,LINC01511,HSCHR5_3_CTG1
19384,ENSG00000284230,,HSCHR5_8_CTG1
19385,ENSG00000276996,SLC6A3,HSCHR5_3_CTG1
19386,ENSG00000284151,,HSCHR5_8_CTG1
19387,ENSG00000284072,,HSCHR5_8_CTG1
19388,ENSG00000283730,,HSCHR5_8_CTG1
19389,ENSG00000237341,SYP-AS1,X
19390,ENSG00000102001,CACNA1F,X
19391,ENSG00000100033,PRODH,22
19392,ENSG00000264265,LINC01925,18
19393,ENSG00000233073,GRM3-AS1,7
19394,ENSG00000177143,CETN1,18
19395,ENSG00000222174,RN7SKP146,18
19396,ENSG00000288533,,18
19397,ENSG00000266456,,18
19398,ENSG00000263727,,18
19399,ENSG00000176890,TYMS,18
19400,ENSG00000213849,RPL31P18,3
19401,ENSG00000131711,MAP1B,5
19402,ENSG00000127980,PEX1,7
19403,ENSG00000253607,,8
19404,ENSG00000066855,MTFR1,8
19405,ENSG00000249942,,4
19406,ENSG00000114353,GNAI2,3
19407,ENSG00000242697,RPL5P12,4
19408,ENSG00000249965,CDC42P4,4
19409,ENSG00000248128,,4
19410,ENSG00000248565,TECRP2,4
19411,ENSG00000251185,,4
19412,ENSG00000164100,NDST3,4
19413,ENSG00000148019,CEP78,9
19414,ENSG00000281122,MAD2L1-DT,HSCHR4_4_CTG12
19415,ENSG00000280982,YTHDF3P1,HSCHR3_4_CTG2_1
19416,ENSG00000281363,,HSCHR3_4_CTG2_1
19417,ENSG00000280813,RPS24P9,HSCHR3_4_CTG2_1
19418,ENSG00000281785,,HSCHR3_4_CTG2_1
19419,ENSG00000281246,MYLKP2,HSCHR3_4_CTG2_1
19420,ENSG00000280597,,HSCHR3_4_CTG2_1
19421,ENSG00000280996,,HSCHR3_4_CTG2_1
19422,ENSG00000281421,,HSCHR6_1_CTG3
19423,ENSG00000249017,,5
19424,ENSG00000281919,SLC45A2,HSCHR5_6_CTG1
19425,ENSG00000249203,LINC02224,5
19426,ENSG00000277069,RXFP3,HSCHR5_6_CTG1
19427,ENSG00000223442,TH2LCRR,5
19428,ENSG00000281690,ADAMTS12,HSCHR5_6_CTG1
19429,ENSG00000287101,,4
19430,ENSG00000277091,,HSCHR5_6_CTG1
19431,ENSG00000273716,,4
19432,ENSG00000283782,,5
19433,ENSG00000132199,ENOSF1,18
19434,ENSG00000257477,LINC01154,12
19435,ENSG00000150961,SEC24D,4
19436,ENSG00000164283,ESM1,5
19437,ENSG00000175782,SLC35E3,12
19438,ENSG00000287148,LINCADL,5
19439,ENSG00000248979,LAMTOR3P2,5
19440,ENSG00000251552,COQ10BP2,5
19441,ENSG00000249131,PSD2-AS1,5
19442,ENSG00000251027,LINC01950,5
19443,ENSG00000266461,MIR2392,14
19444,ENSG00000275161,,14
19445,ENSG00000255000,,8
19446,ENSG00000274884,,14
19447,ENSG00000276919,,14
19448,ENSG00000258663,,14
19449,ENSG00000287332,,8
19450,ENSG00000211574,MIR770,14
19451,ENSG00000207989,MIR493,14
19452,ENSG00000199151,MIR337,14
19453,ENSG00000250446,LINC01332,5
19454,ENSG00000283159,MIR665,14
19455,ENSG00000253372,,8
19456,ENSG00000208001,MIR431,14
19457,ENSG00000207569,MIR433,14
19458,ENSG00000207608,MIR127,14
19459,ENSG00000270741,PRELID3BP8,5
19460,ENSG00000272458,MIR432,14
19461,ENSG00000207942,MIR136,14
19462,ENSG00000214890,,5
19463,ENSG00000250563,KNOP1P5,8
19464,ENSG00000286676,ACTBP4,5
19465,ENSG00000230929,,5
19466,ENSG00000253541,SEPTIN10P1,8
19467,ENSG00000253807,LINC01170,5
19468,ENSG00000253668,,8
19469,ENSG00000233577,,22
19470,ENSG00000225746,MEG8,14
19471,ENSG00000253841,,8
19472,ENSG00000178093,TSSK6,19
19473,ENSG00000287677,,8
19474,ENSG00000285968,,22
19475,ENSG00000285690,,22
19476,ENSG00000151882,CCL28,5
19477,ENSG00000206066,IGLL3P,22
19478,ENSG00000230637,,22
19479,ENSG00000271142,YWHAQP7,12
19480,ENSG00000186010,NDUFA13,19
19481,ENSG00000231466,,22
19482,ENSG00000166211,SPIC,12
19483,ENSG00000272942,,22
19484,ENSG00000272798,,22
19485,ENSG00000282938,,HSCHR4_8_CTG12
19486,ENSG00000271138,IGLVIVOR22-1,22
19487,ENSG00000277872,MIR6817,22
19488,ENSG00000272977,,22
19489,ENSG00000243811,APOBEC3D,22
19490,ENSG00000206755,SNORA30,16
19491,ENSG00000281991,TMEM265,16
19492,ENSG00000257837,,12
19493,ENSG00000279686,,5
19494,ENSG00000271496,SNRPGP20,12
19495,ENSG00000260899,,16
19496,ENSG00000257194,,12
19497,ENSG00000258048,PPP1R12A-AS2,12
19498,ENSG00000258162,,12
19499,ENSG00000164796,CSMD3,8
19500,ENSG00000164512,ANKRD55,5
19501,ENSG00000156873,PHKG2,16
19502,ENSG00000281738,LINC01839,HSCHR3_5_CTG2_1
19503,ENSG00000281250,LINC02054,HSCHR3_5_CTG2_1
19504,ENSG00000258336,DUX4L52,12
19505,ENSG00000257434,,12
19506,ENSG00000280737,LINC02549,HSCHR6_1_CTG6
19507,ENSG00000185958,FAM186A,12
19508,ENSG00000215193,PEX26,22
19509,ENSG00000130287,NCAN,19
19510,ENSG00000292169,ABT1,HSCHR6_1_CTG1
19511,ENSG00000292170,BTN2A1,HSCHR6_1_CTG1
19512,ENSG00000283422,LINC02452,12
19513,ENSG00000274021,,12
19514,ENSG00000257256,,12
19515,ENSG00000258357,NSA2P2,12
19516,ENSG00000274902,,12
19517,ENSG00000248211,TRPC7-AS1,5
19518,ENSG00000277130,,12
19519,ENSG00000292171,,HSCHR6_1_CTG1
19520,ENSG00000249026,CTNNA1P1,5
19521,ENSG00000292172,BTN1A1P1,HSCHR6_1_CTG1
19522,ENSG00000286454,,5
19523,ENSG00000292173,RNU6-502P,HSCHR6_1_CTG1
19524,ENSG00000292174,HCG11,HSCHR6_1_CTG1
19525,ENSG00000258084,,12
19526,ENSG00000184188,,5
19527,ENSG00000292175,HMGN4,HSCHR6_1_CTG1
19528,ENSG00000251261,OR7H2P,5
19529,ENSG00000292176,,HSCHR6_1_CTG1
19530,ENSG00000292177,BTN1A1,HSCHR6_1_CTG1
19531,ENSG00000251281,,5
19532,ENSG00000248445,SEMA6A-AS1,5
19533,ENSG00000292178,,HSCHR6_1_CTG1
19534,ENSG00000275610,DUX4L21,10
19535,ENSG00000186766,FOXI2,10
19536,ENSG00000215630,GUSBP9,5
19537,ENSG00000180318,ALX1,12
19538,ENSG00000099937,SERPIND1,22
19539,ENSG00000270513,,5
19540,ENSG00000176584,DMBT1L1,10
19541,ENSG00000249996,PPIC-AS1,5
19542,ENSG00000279240,,5
19543,ENSG00000250602,,5
19544,ENSG00000250806,,5
19545,ENSG00000285616,,5
19546,ENSG00000257787,,12
19547,ENSG00000286111,,5
19548,ENSG00000105705,SUGP1,19
19549,ENSG00000248528,LINC02058,5
19550,ENSG00000257729,,12
19551,ENSG00000250444,CCT5P1,5
19552,ENSG00000272203,,5
19553,ENSG00000173926,MARCHF3,5
19554,ENSG00000197651,CCER1,12
19555,ENSG00000236452,,3
19556,ENSG00000258064,,12
19557,ENSG00000099940,SNAP29,22
19558,ENSG00000167768,KRT1,12
19559,ENSG00000165646,SLC18A2,10
19560,ENSG00000276225,,14
19561,ENSG00000275662,SNORD112,14
19562,ENSG00000275134,,14
19563,ENSG00000243859,RPL5P17,5
19564,ENSG00000199005,MIR370,14
19565,ENSG00000202191,SNORD113-1,14
19566,ENSG00000279860,,5
19567,ENSG00000212384,SNORD113-2,14
19568,ENSG00000201700,SNORD113-3,14
19569,ENSG00000248170,,5
19570,ENSG00000201672,SNORD113-4,14
19571,ENSG00000163512,AZI2,3
19572,ENSG00000171310,CHST11,12
19573,ENSG00000272474,SNORD113-5,14
19574,ENSG00000200215,SNORD113-6,14
19575,ENSG00000200632,SNORD113-7,14
19576,ENSG00000249721,,5
19577,ENSG00000200367,SNORD113-8,14
19578,ENSG00000201950,SNORD113-9,14
19579,ENSG00000199575,SNORD114-1,14
19580,ENSG00000272600,,22
19581,ENSG00000146005,PSD2,5
19582,ENSG00000200823,SNORD114-2,14
19583,ENSG00000201839,SNORD114-3,14
19584,ENSG00000099942,CRKL,22
19585,ENSG00000200832,SNORD114-4,14
19586,ENSG00000199798,SNORD114-5,14
19587,ENSG00000277263,HLA-DRA,HSCHR6_8_CTG1
19588,ENSG00000200150,,14
19589,ENSG00000201263,SNORD114-6,14
19590,ENSG00000199390,SNORD114-7,14
19591,ENSG00000275798,BTNL2,HSCHR6_8_CTG1
19592,ENSG00000201240,SNORD114-9,14
19593,ENSG00000200279,SNORD114-10,14
19594,ENSG00000200608,SNORD114-11,14
19595,ENSG00000202270,SNORD114-12,14
19596,ENSG00000201247,SNORD114-13,14
19597,ENSG00000199593,SNORD114-14,14
19598,ENSG00000201557,SNORD114-15,14
19599,ENSG00000279297,,11
19600,ENSG00000196118,CFAP119,16
19601,ENSG00000199914,SNORD114-16,14
19602,ENSG00000255178,LINC02720,11
19603,ENSG00000201569,SNORD114-17,14
19604,ENSG00000202142,SNORD114-18,14
19605,ENSG00000199942,SNORD114-19,14
19606,ENSG00000201500,,14
19607,ENSG00000254746,,11
19608,ENSG00000201036,,14
19609,ENSG00000201710,,14
19610,ENSG00000223620,RBM48P1,4
19611,ENSG00000202048,SNORD114-20,14
19612,ENSG00000272344,SNORD114-21,14
19613,ENSG00000202293,SNORD114-22,14
19614,ENSG00000285314,,22
19615,ENSG00000200406,SNORD114-23,14
19616,ENSG00000287290,,4
19617,ENSG00000201899,SNORD114-24,14
19618,ENSG00000148090,AUH,9
19619,ENSG00000200612,SNORD114-25,14
19620,ENSG00000257431,,12
19621,ENSG00000200413,SNORD114-26,14
19622,ENSG00000248456,LINC02485,4
19623,ENSG00000200636,SNORD114-27,14
19624,ENSG00000257818,C1GALT1P1,12
19625,ENSG00000200480,SNORD114-28,14
19626,ENSG00000201689,SNORD114-29,14
19627,ENSG00000257113,,12
19628,ENSG00000201318,SNORD114-30,14
19629,ENSG00000249036,,4
19630,ENSG00000200089,SNORD114-31,14
19631,ENSG00000257202,,12
19632,ENSG00000222095,,14
19633,ENSG00000214988,RPL7AP26,4
19634,ENSG00000222185,,14
19635,ENSG00000199088,MIR379,14
19636,ENSG00000250826,HNRNPA3P13,4
19637,ENSG00000199109,MIR411,14
19638,ENSG00000256355,NTAN1P3,12
19639,ENSG00000207749,MIR299,14
19640,ENSG00000198982,MIR380,14
19641,ENSG00000221745,MIR1197,14
19642,ENSG00000255385,UBTFL10,11
19643,ENSG00000199069,MIR323A,14
19644,ENSG00000211582,MIR758,14
19645,ENSG00000281703,,HSCHR5_1_CTG1_1
19646,ENSG00000184436,THAP7,22
19647,ENSG00000257741,LINC01490,12
19648,ENSG00000207761,MIR329-1,14
19649,ENSG00000163114,PDHA2,4
19650,ENSG00000207762,MIR329-2,14
19651,ENSG00000194717,MIR494,14
19652,ENSG00000278019,,HSCHR5_1_CTG1_1
19653,ENSG00000221036,MIR1193,14
19654,ENSG00000186895,FGF3,11
19655,ENSG00000212040,MIR543,14
19656,ENSG00000207743,MIR495,14
19657,ENSG00000280619,,HSCHR5_1_CTG1_1
19658,ENSG00000283279,MIR376C,14
19659,ENSG00000213480,,4
19660,ENSG00000283561,MIR376A2,14
19661,ENSG00000281380,,HSCHR5_1_CTG1_1
19662,ENSG00000207934,MIR654,14
19663,ENSG00000283556,MIR376B,14
19664,ENSG00000283588,MIR376A1,14
19665,ENSG00000215957,MIR300,14
19666,ENSG00000221525,MIR1185-1,14
19667,ENSG00000221614,MIR1185-2,14
19668,ENSG00000199020,MIR381,14
19669,ENSG00000207754,MIR487B,14
19670,ENSG00000202560,MIR539,14
19671,ENSG00000216099,MIR889,14
19672,ENSG00000207587,MIR544A,14
19673,ENSG00000164109,MAD2L1,4
19674,ENSG00000207646,MIR655,14
19675,ENSG00000273772,SMN2,HSCHR5_1_CTG1_1
19676,ENSG00000207742,MIR487A,14
19677,ENSG00000283170,MIR382,14
19678,ENSG00000207993,MIR134,14
19679,ENSG00000276352,MIR668,14
19680,ENSG00000208027,MIR485,14
19681,ENSG00000208004,MIR323B,14
19682,ENSG00000207978,MIR154,14
19683,ENSG00000256568,,11
19684,ENSG00000207961,MIR496,14
19685,ENSG00000199015,MIR377,14
19686,ENSG00000216179,MIR541,14
19687,ENSG00000199107,MIR409,14
19688,ENSG00000199012,MIR412,14
19689,ENSG00000255162,ANKRD33BP7,11
19690,ENSG00000199025,MIR369,14
19691,ENSG00000199092,MIR410,14
19692,ENSG00000207959,MIR656,14
19693,ENSG00000259004,LINC02285,14
19694,ENSG00000166013,TRIM53BP,11
19695,ENSG00000286551,,14
19696,ENSG00000281425,,HSCHR5_1_CTG1_1
19697,ENSG00000277754,,14
19698,ENSG00000288252,,14
19699,ENSG00000248927,,5
19700,ENSG00000280638,CDH12P2,HSCHR5_1_CTG1_1
19701,ENSG00000255132,,11
19702,ENSG00000288245,,14
19703,ENSG00000278562,,HSCHR5_1_CTG1_1
19704,ENSG00000254885,,11
19705,ENSG00000258681,,14
19706,ENSG00000176788,BASP1,5
19707,ENSG00000255187,LINC02748,11
19708,ENSG00000276910,GTF2H2,HSCHR5_1_CTG1_1
19709,ENSG00000287515,,14
19710,ENSG00000281410,,HSCHR6_1_CTG4
19711,ENSG00000274827,LINC01297,14
19712,ENSG00000281625,,HSCHR6_1_CTG4
19713,ENSG00000280430,,11
19714,ENSG00000066084,DIP2B,12
19715,ENSG00000286665,,11
19716,ENSG00000278301,GRAMD4P3,14
19717,ENSG00000276187,ERMARD,HSCHR6_1_CTG4
19718,ENSG00000254579,,11
19719,ENSG00000254915,,11
19720,ENSG00000187537,POTEG,14
19721,ENSG00000280367,,11
19722,ENSG00000248752,,5
19723,ENSG00000119125,GDA,9
19724,ENSG00000171532,NEUROD2,17
19725,ENSG00000285582,,10
19726,ENSG00000229455,RPS10P18,10
19727,ENSG00000281603,MUC20-OT1,HSCHR3_5_CTG3
19728,ENSG00000250947,TRPC7-AS2,5
19729,ENSG00000280983,,HSCHR5_1_CTG1_1
19730,ENSG00000287768,,10
19731,ENSG00000249360,TOMM40P3,5
19732,ENSG00000284060,,22
19733,ENSG00000277429,SERF1B,HSCHR5_1_CTG1_1
19734,ENSG00000226872,,22
19735,ENSG00000077514,POLD3,11
19736,ENSG00000273609,,17
19737,ENSG00000157111,TMEM171,5
19738,ENSG00000265115,,17
19739,ENSG00000187164,SHTN1,10
19740,ENSG00000207575,MIR649,22
19741,ENSG00000249680,TUBA3GP,22
19742,ENSG00000284665,,22
19743,ENSG00000100207,TCF20,22
19744,ENSG00000250442,EIF3KP3,4
19745,ENSG00000285263,,HSCHR5_1_CTG1_1
19746,ENSG00000280868,LINC00242,HSCHR6_1_CTG4
19747,ENSG00000094804,CDC6,17
19748,ENSG00000281305,LINC00574,HSCHR6_1_CTG4
19749,ENSG00000281249,,HSCHR6_1_CTG4
19750,ENSG00000250546,LINC02994,4
19751,ENSG00000276068,NAIP,HSCHR5_1_CTG1_1
19752,ENSG00000281833,,HSCHR6_1_CTG4
19753,ENSG00000275368,DYNLT2,HSCHR6_1_CTG4
19754,ENSG00000230216,HSPB1P2,X
19755,ENSG00000101997,CCDC22,X
19756,ENSG00000219722,RPL26P20,6
19757,ENSG00000281742,MCCC2,HSCHR5_1_CTG1_1
19758,ENSG00000220598,SSR1P1,6
19759,ENSG00000288085,,6
19760,ENSG00000229720,,6
19761,ENSG00000186867,QRFPR,4
19762,ENSG00000280211,,16
19763,ENSG00000215223,CYP51A1P3,6
19764,ENSG00000164219,PGGT1B,5
19765,ENSG00000102870,ZNF629,16
19766,ENSG00000217824,SNRPEP6,6
19767,ENSG00000276888,,14
19768,ENSG00000227508,LINC01624,6
19769,ENSG00000212516,RNU6-1268P,14
19770,ENSG00000257162,MED15P6,14
19771,ENSG00000280518,,HSCHR5_1_CTG1_1
19772,ENSG00000280451,,6
19773,ENSG00000274803,BDP1,HSCHR5_1_CTG1_1
19774,ENSG00000274848,,16
19775,ENSG00000274649,,14
19776,ENSG00000260082,,16
19777,ENSG00000257432,,14
19778,ENSG00000273558,,14
19779,ENSG00000274678,,16
19780,ENSG00000265991,MIR4519,16
19781,ENSG00000262721,,16
19782,ENSG00000258324,,14
19783,ENSG00000257493,,14
19784,ENSG00000211591,MIR762,16
19785,ENSG00000230447,CTF2P,16
19786,ENSG00000260852,FBXL19-AS1,16
19787,ENSG00000257751,,14
19788,ENSG00000257846,,14
19789,ENSG00000259069,,14
19790,ENSG00000261487,,16
19791,ENSG00000275349,SMN1,HSCHR5_1_CTG1_1
19792,ENSG00000257884,,14
19793,ENSG00000257395,,14
19794,ENSG00000288719,,22
19795,ENSG00000242922,RPL21P104,12
19796,ENSG00000279652,,22
19797,ENSG00000258080,ARHGAP42P4,14
19798,ENSG00000279927,,22
19799,ENSG00000257142,,14
19800,ENSG00000175938,ORAI3,16
19801,ENSG00000279217,,22
19802,ENSG00000265490,,18
19803,ENSG00000176294,OR4N2,14
19804,ENSG00000279714,,22
19805,ENSG00000266171,,18
19806,ENSG00000279805,,22
19807,ENSG00000112769,LAMA4,6
19808,ENSG00000264339,,18
19809,ENSG00000233764,MTCO1P20,22
19810,ENSG00000264635,,18
19811,ENSG00000231576,MTCO2P20,22
19812,ENSG00000287383,,4
19813,ENSG00000258438,OR11K2P,14
19814,ENSG00000176312,OR4H12P,14
19815,ENSG00000206687,RNU1-109P,18
19816,ENSG00000281650,,HSCHR5_1_CTG1_1
19817,ENSG00000258564,OR4N1P,14
19818,ENSG00000206422,LRRC30,18
19819,ENSG00000228304,OR4K6P,14
19820,ENSG00000237948,MTATP6P20,22
19821,ENSG00000258541,OR4K4P,14
19822,ENSG00000281321,LINC02197,HSCHR5_1_CTG1_1
19823,ENSG00000126062,TMEM115,3
19824,ENSG00000135655,USP15,12
19825,ENSG00000259016,,14
19826,ENSG00000225557,MTCO3P20,22
19827,ENSG00000285240,,HSCHR5_1_CTG1_1
19828,ENSG00000281210,,HSCHR5_1_CTG1_1
19829,ENSG00000285467,,14
19830,ENSG00000134775,FHOD3,18
19831,ENSG00000237129,MTCYBP34,22
19832,ENSG00000214719,,17
19833,ENSG00000229088,MTND1P10,22
19834,ENSG00000275263,,16
19835,ENSG00000275581,SERF1A,HSCHR5_1_CTG1_1
19836,ENSG00000279196,,16
19837,ENSG00000129535,NRL,14
19838,ENSG00000100336,APOL4,22
19839,ENSG00000099377,HSD3B7,16
19840,ENSG00000231401,,3
19841,ENSG00000138814,PPP3CA,4
19842,ENSG00000280840,PMCHL2,HSCHR5_1_CTG1_1
19843,ENSG00000290431,PMCHL2,HSCHR5_1_CTG1_1
19844,ENSG00000049769,PPP1R3F,X
19845,ENSG00000113658,SMAD5,5
19846,ENSG00000114349,GNAT1,3
19847,ENSG00000287644,,17
19848,ENSG00000265689,,17
19849,ENSG00000108344,PSMD3,17
19850,ENSG00000064489,BORCS8-MEF2B,19
19851,ENSG00000100889,PCK2,14
19852,ENSG00000270012,,X
19853,ENSG00000286031,,X
19854,ENSG00000147118,ZNF182,X
19855,ENSG00000281184,PSMB1,HSCHR6_1_CTG5
19856,ENSG00000280722,,HSCHR6_1_CTG5
19857,ENSG00000281761,,HSCHR6_1_CTG5
19858,ENSG00000275333,FAM120B,HSCHR6_1_CTG5
19859,ENSG00000096968,JAK2,9
19860,ENSG00000280865,PPP4R2P6,HSCHR3_5_CTG3
19861,ENSG00000280521,SDHAP2,HSCHR3_5_CTG3
19862,ENSG00000277753,MUC20,HSCHR3_5_CTG3
19863,ENSG00000275555,DLL1,HSCHR6_1_CTG5
19864,ENSG00000154478,GPR26,10
19865,ENSG00000221994,ZNF630,X
19866,ENSG00000170776,AKAP13,15
19867,ENSG00000280592,LINC01624,HSCHR6_1_CTG5
19868,ENSG00000280482,,HSCHR3_5_CTG3
19869,ENSG00000280883,,HSCHR6_1_CTG5
19870,ENSG00000281821,,HSCHR3_5_CTG3
19871,ENSG00000107518,ATRNL1,10
19872,ENSG00000099365,STX1B,16
19873,ENSG00000278303,MUC4,HSCHR3_5_CTG3
19874,ENSG00000203506,RBMS3-AS2,3
19875,ENSG00000213600,,3
19876,ENSG00000282987,,3
19877,ENSG00000213587,,3
19878,ENSG00000004766,VPS50,7
19879,ENSG00000114378,HYAL1,3
19880,ENSG00000284722,,11
19881,ENSG00000280307,,11
19882,ENSG00000270323,,11
19883,ENSG00000164197,RNF180,5
19884,ENSG00000264968,,17
19885,ENSG00000099954,CECR2,22
19886,ENSG00000166012,TAF1D,11
19887,ENSG00000105122,RASAL3,19
19888,ENSG00000281513,,HSCHR5_2_CTG5
19889,ENSG00000281081,,HSCHR5_2_CTG5
19890,ENSG00000281464,,HSCHR5_2_CTG5
19891,ENSG00000160886,LY6K,8
19892,ENSG00000281048,,HSCHR5_2_CTG5
19893,ENSG00000274681,SUDS3P1,HSCHR5_2_CTG5
19894,ENSG00000280635,PROP1,HSCHR5_2_CTG5
19895,ENSG00000275495,,HSCHR5_2_CTG5
19896,ENSG00000103496,STX4,16
19897,ENSG00000290534,,HSCHR5_2_CTG5
19898,ENSG00000145649,GZMA,5
19899,ENSG00000277541,ZNF630-AS1,X
19900,ENSG00000230241,,X
19901,ENSG00000233139,,X
19902,ENSG00000201517,RNU6-707P,X
19903,ENSG00000225198,SSXP3,X
19904,ENSG00000254348,,8
19905,ENSG00000254431,,8
19906,ENSG00000238032,S100A11P5,X
19907,ENSG00000234780,,X
19908,ENSG00000130193,THEM6,8
19909,ENSG00000252856,RNA5SP503,X
19910,ENSG00000204368,,X
19911,ENSG00000231568,S100A11P7,X
19912,ENSG00000155329,ZCCHC10,5
19913,ENSG00000229662,,X
19914,ENSG00000232813,S100A11P6,X
19915,ENSG00000241207,,X
19916,ENSG00000164929,BAALC,8
19917,ENSG00000237345,,X
19918,ENSG00000184788,SATL1,X
19919,ENSG00000285529,,10
19920,ENSG00000229492,,22
