MOLTID,TITLE,MOLTNBR,PANELNBR,CELLNBR,pname,cellname,VALUE,STD DEV
MT15810,"N,N-dimethylarginine",371723,5,6,Breast,HS 578T,0.325,0.077
MT15811,N-acetyl-D-galactosamine,371724,5,6,Breast,HS 578T,0.06,0
MT15812,N-acetylneuraminic acid,371725,5,6,Breast,HS 578T,1.348,0.265
MT15813,n-dodecanoate,371726,5,6,Breast,HS 578T,0.779,0.117
MT15814,N-formyl-L-methionine,371727,5,6,Breast,HS 578T,0.29,0
MT15815,n-hexadecanoic acid,371728,5,6,Breast,HS 578T,0.875,0.255
MT15816,niacinamide,371729,5,6,Breast,HS 578T,0.322,0.069
MT15817,octopamine,371730,5,6,Breast,HS 578T,0.113,0
MT15818,oleic acid,371731,5,6,Breast,HS 578T,0.68,0.296
MT15819,ornithine,371732,5,6,Breast,HS 578T,0.496,0.147
MT15820,orotidine 5'-phosphate,371733,5,6,Breast,HS 578T,0.033,0
MT15821,oxitryptan,371734,5,6,Breast,HS 578T,0.292,0
MT15822,palmitoleic acid,371735,5,6,Breast,HS 578T,1.755,2.4
MT15823,pantothenic acid,371736,5,6,Breast,HS 578T,0.047,0
MT15824,phenylalanine,371737,5,6,Breast,HS 578T,0.748,0.095
MT15825,phosphate,371738,5,6,Breast,HS 578T,1.078,0.139
MT15826,phosphoenolpyruvate,371739,5,6,Breast,HS 578T,0.1,0
MT15827,picolinic acid,371740,5,6,Breast,HS 578T,0.95,0.052
MT15828,porphobilinogen,371741,5,6,Breast,HS 578T,0.252,0
MT15829,Possible Artifact-2336 (RI Ladder),371742,5,6,Breast,HS 578T,1.016,0.009
MT15830,proline,371743,5,6,Breast,HS 578T,0.165,0.04
MT15831,Putrescine,371744,5,6,Breast,HS 578T,0.217,0.122
MT15832,pyridoxal,371745,5,6,Breast,HS 578T,0.481,0
MT15833,pyrophosphate,371746,5,6,Breast,HS 578T,0.007,0
MT15834,quinolinic acid,371747,5,6,Breast,HS 578T,0.349,0
MT15835,ribulose-5-phosphate,371748,5,6,Breast,HS 578T,0.99,0.788
MT15836,S-(5'-adenosyl)-L-methionine,371749,5,6,Breast,HS 578T,0.115,0
MT15837,S-adenosyl-l-homocysteine,371750,5,6,Breast,HS 578T,0.285,0.06
MT15838,serine,371751,5,6,Breast,HS 578T,0.85,0.25
MT15839,sn-Glycerol 3-phosphate,371752,5,6,Breast,HS 578T,0.396,0.066
MT15840,sorbitol,371753,5,6,Breast,HS 578T,0.659,0.547
MT15841,Spermidine,371754,5,6,Breast,HS 578T,0.145,0
MT15842,succinate,371755,5,6,Breast,HS 578T,0.546,0.364
MT15843,tartaric acid,371756,5,6,Breast,HS 578T,0.5,0
MT15844,taurine,371757,5,6,Breast,HS 578T,0.156,0
MT15845,tetradecanoic acid,371758,5,6,Breast,HS 578T,0.999,0.321
MT15846,threonine,371759,5,6,Breast,HS 578T,0.679,0.178
MT15847,trans-11-eicosenoic acid,371760,5,6,Breast,HS 578T,0.417,0.231
MT15848,trans-4-hydroxyproline,371761,5,6,Breast,HS 578T,0.218,0.047
MT15849,trehalose 6-phosphate,371762,5,6,Breast,HS 578T,0.167,0.206
MT15850,tryptophan,371763,5,6,Breast,HS 578T,0.43,0.099
MT15851,tyramine,371764,5,6,Breast,HS 578T,0.745,0.238
MT15852,tyrosine,371765,5,6,Breast,HS 578T,0.698,0.218
MT15853,uracil,371766,5,6,Breast,HS 578T,1.087,0.545
MT15854,urea,371767,5,6,Breast,HS 578T,0.614,0.452
MT15855,uric acid,371768,5,6,Breast,HS 578T,0.706,0.21
MT15856,uridine,371769,5,6,Breast,HS 578T,0.894,0.083
MT15857,uridine diphosphate-N-acetylmuraminic acid,371770,5,6,Breast,HS 578T,0.305,0
MT15858,valine,371771,5,6,Breast,HS 578T,0.716,0.168
MT15859,"X-1085 - possible isolobinine or 4-aminoestra-1,3,5(10)-triene-3,17beta-diol",371772,5,6,Breast,HS 578T,0.738,0.29
MT15860,X-1086,371773,5,6,Breast,HS 578T,0.068,0
MT15861,X-1104,371774,5,6,Breast,HS 578T,0.395,0.212
MT15862,X-1107,371775,5,6,Breast,HS 578T,0.406,0
MT15863,X-1111 - possible methylnitronitrosoguanidine or ethyl thiocarbamoylacetate,371776,5,6,Breast,HS 578T,0.286,0.098
MT15864,X-1113 - possible acetylcarnitine,371777,5,6,Breast,HS 578T,0.03,0
MT15865,X-1114,371778,5,6,Breast,HS 578T,0.652,0.145
MT15866,X-1122,371779,5,6,Breast,HS 578T,0.466,0
MT15867,X-1126,371780,5,6,Breast,HS 578T,0.68,0.495
MT15868,X-1129,371781,5,6,Breast,HS 578T,0.177,0
MT15869,X-1130,371782,5,6,Breast,HS 578T,0.432,0
MT15870,X-1213,371783,5,6,Breast,HS 578T,0.214,0
MT15871,X-1288,371784,5,6,Breast,HS 578T,0.174,0.17
MT15872,X-1330,371785,5,6,Breast,HS 578T,0.236,0
MT15873,X-1391,371786,5,6,Breast,HS 578T,0.208,0
MT15874,X-1455,371787,5,6,Breast,HS 578T,0.024,0
MT15875,X-1461,371788,5,6,Breast,HS 578T,0.437,0
MT15876,X-1465,371789,5,6,Breast,HS 578T,0.178,0
MT15877,X-1468,371790,5,6,Breast,HS 578T,0.5,0.107
MT15878,X-1496,371791,5,6,Breast,HS 578T,0.953,0.729
MT15879,X-1497,371792,5,6,Breast,HS 578T,0.285,0.066
MT15880,X-1498,371793,5,6,Breast,HS 578T,0.718,0.682
MT15881,X-1573,371794,5,6,Breast,HS 578T,0.091,0
MT15882,X-1575,371795,5,6,Breast,HS 578T,0.107,0
MT15883,X-1593,371796,5,6,Breast,HS 578T,0.243,0
MT15884,X-1595 - possible glutathione metabolite,371797,5,6,Breast,HS 578T,0.054,0
MT15885,X-1597,371798,5,6,Breast,HS 578T,0.622,0.17
MT15886,X-1609,371799,5,6,Breast,HS 578T,0.173,0.101
MT15887,X-1612,371800,5,6,Breast,HS 578T,0.239,0
MT15888,X-1616,371801,5,6,Breast,HS 578T,0.306,0.21
MT15889,X-1656,371802,5,6,Breast,HS 578T,1.585,0.237
MT15890,X-1677,371803,5,6,Breast,HS 578T,0.202,0.128
MT15891,X-1713,371804,5,6,Breast,HS 578T,0.018,0
MT15892,X-1733,371805,5,6,Breast,HS 578T,0.477,0
MT15893,X-1736 - retired - p-hydroxybenzaldehyde,371806,5,6,Breast,HS 578T,1.101,0.054
MT15894,X-1819,371807,5,6,Breast,HS 578T,0.546,0.117
MT15895,X-1843 - retired pieces of X-7147,371808,5,6,Breast,HS 578T,0.5,0
MT15896,X-2005,371809,5,6,Breast,HS 578T,0.16,0
MT15897,X-2008,371810,5,6,Breast,HS 578T,0.158,0
MT15898,X-2011,371811,5,6,Breast,HS 578T,0.016,0
MT15899,X-2026,371812,5,6,Breast,HS 578T,0.804,0.681
MT15900,X-2027,371813,5,6,Breast,HS 578T,0.365,0.017
MT15901,X-2041,371814,5,6,Breast,HS 578T,0.277,0.086
MT15902,X-2046,371815,5,6,Breast,HS 578T,0.639,0.365
MT15903,X-2053,371816,5,6,Breast,HS 578T,4.481,5.334
MT15904,X-2064,371817,5,6,Breast,HS 578T,0.438,0.094
MT15905,X-2074,371818,5,6,Breast,HS 578T,0.18,0
MT15906,X-2077,371819,5,6,Breast,HS 578T,0.195,0
MT15907,X-2088,371820,5,6,Breast,HS 578T,0.5,0
MT15908,X-2107,371821,5,6,Breast,HS 578T,1.417,0.339
MT15909,X-2108,371822,5,6,Breast,HS 578T,0.406,0.273
MT15910,X-2109,371823,5,6,Breast,HS 578T,1.17,0.309
MT15911,X-2129,371824,5,6,Breast,HS 578T,0.827,0.593
MT15912,X-2136,371825,5,6,Breast,HS 578T,0.174,0
MT15913,X-2138,371826,5,6,Breast,HS 578T,0.381,0
MT15914,X-2139,371827,5,6,Breast,HS 578T,0.094,0
MT15915,X-2177,371828,5,6,Breast,HS 578T,0.185,0
MT15916,X-2185,371829,5,6,Breast,HS 578T,0.093,0.119
MT15917,X-2193,371830,5,6,Breast,HS 578T,0.331,0
MT15918,X-2212,371831,5,6,Breast,HS 578T,0.437,0.346
MT15919,X-2255 - hydroxyproline form of bradykinin,371832,5,6,Breast,HS 578T,0.18,0.082
MT15920,X-2269,371833,5,6,Breast,HS 578T,0.326,0
MT15921,X-2272,371834,5,6,Breast,HS 578T,0.214,0
MT15922,X-2292,371835,5,6,Breast,HS 578T,0.053,0
MT15923,X-2366,371836,5,6,Breast,HS 578T,0.577,0.224
MT15924,X-2389,371837,5,6,Breast,HS 578T,0.549,0.766
MT15925,X-2594,371838,5,6,Breast,HS 578T,0.22,0
MT15926,X-2688,371839,5,6,Breast,HS 578T,0.19,0.083
MT15927,X-2690,371840,5,6,Breast,HS 578T,0.061,0
MT15928,X-2691,371841,5,6,Breast,HS 578T,0.716,0.313
MT15929,X-2698,371842,5,6,Breast,HS 578T,0.791,0.328
MT15930,X-2711,371843,5,6,Breast,HS 578T,0.086,0
MT15931,X-2724,371844,5,6,Breast,HS 578T,0.215,0
MT15932,X-2725,371845,5,6,Breast,HS 578T,0.052,0
MT15933,X-2726,371846,5,6,Breast,HS 578T,0.424,0.299
MT15934,X-2746,371847,5,6,Breast,HS 578T,1.121,0.618
MT15935,X-2753,371848,5,6,Breast,HS 578T,0.376,0.383
MT15936,X-2757,371849,5,6,Breast,HS 578T,0.094,0.052
MT15937,X-2767,371850,5,6,Breast,HS 578T,0.216,0
MT15938,X-2768,371851,5,6,Breast,HS 578T,0.25,0
MT15939,X-2778,371852,5,6,Breast,HS 578T,0.141,0
MT15940,X-2781,371853,5,6,Breast,HS 578T,0.321,0
MT15941,X-2911,371854,5,6,Breast,HS 578T,0.376,0.242
MT15942,X-3014,371855,5,6,Breast,HS 578T,0.185,0
MT15943,X-3016,371856,5,6,Breast,HS 578T,0.305,0
MT15944,X-3022,371857,5,6,Breast,HS 578T,0.415,0
MT15945,X-3034,371858,5,6,Breast,HS 578T,0.145,0
MT15946,X-3074,371859,5,6,Breast,HS 578T,0.066,0
MT15947,X-3085 = Inositol 2,371860,5,6,Breast,HS 578T,0.331,0.116
MT15948,X-3090,371861,5,6,Breast,HS 578T,0.078,0
MT15949,X-3091,371862,5,6,Breast,HS 578T,0.913,0.077
MT15950,X-3094,371863,5,6,Breast,HS 578T,0.498,0.049
MT15951,X-3101,371864,5,6,Breast,HS 578T,0.748,0.169
MT15952,X-3129,371865,5,6,Breast,HS 578T,1,0.302
MT15953,X-3138,371866,5,6,Breast,HS 578T,0.21,0.124
MT15954,X-3165,371867,5,6,Breast,HS 578T,0.814,0.185
MT15955,X-3176 - possible creatine,371868,5,6,Breast,HS 578T,0.288,0.022
MT15956,X-3178 - possible NH3 adduct of isobar 42,371869,5,6,Breast,HS 578T,0.114,0
MT15957,X-3180,371870,5,6,Breast,HS 578T,0.331,0
MT15958,X-3183 - possible gamma-L-glutamyl-L-phenylalanine,371871,5,6,Breast,HS 578T,0.075,0
MT15959,X-3216,371872,5,6,Breast,HS 578T,0.206,0
MT15960,X-3218,371873,5,6,Breast,HS 578T,0.147,0
MT15961,X-3234,371874,5,6,Breast,HS 578T,0.438,0
MT15962,X-3303,371875,5,6,Breast,HS 578T,0.378,0.164
MT15963,X-3358,371876,5,6,Breast,HS 578T,1.098,0.156
MT15964,X-3363,371877,5,6,Breast,HS 578T,0.287,0
MT15965,X-3365,371878,5,6,Breast,HS 578T,0.132,0
MT15966,X-3370,371879,5,6,Breast,HS 578T,0.194,0
MT15967,X-3380,371880,5,6,Breast,HS 578T,0.155,0
MT15968,X-3389,371881,5,6,Breast,HS 578T,0.221,0
MT15969,X-3390,371882,5,6,Breast,HS 578T,1.097,0.017
MT15970,X-3394,371883,5,6,Breast,HS 578T,0.264,0
MT15971,X-3400,371884,5,6,Breast,HS 578T,0.329,0
MT15972,X-3405,371885,5,6,Breast,HS 578T,1.139,0.527
MT15973,X-3435,371886,5,6,Breast,HS 578T,0.089,0
MT15974,X-3439,371887,5,6,Breast,HS 578T,0.03,0
MT15975,X-3450,371888,5,6,Breast,HS 578T,0.858,0.211
MT15976,X-3476,371889,5,6,Breast,HS 578T,0.736,0.494
MT15977,X-3489,371890,5,6,Breast,HS 578T,0.215,0
MT15978,X-3493,371891,5,6,Breast,HS 578T,0.638,0.679
MT15979,X-3498,371892,5,6,Breast,HS 578T,0.135,0.068
MT15980,X-3603,371893,5,6,Breast,HS 578T,0.886,0.096
MT15981,X-3658,371894,5,6,Breast,HS 578T,0.486,0
MT15982,X-3668,371895,5,6,Breast,HS 578T,0.349,0
MT15983,X-3697,371896,5,6,Breast,HS 578T,0.448,0
MT15984,X-3698,371897,5,6,Breast,HS 578T,0.376,0.255
MT15985,X-3705,371898,5,6,Breast,HS 578T,0.382,0
MT15986,X-3772,371899,5,6,Breast,HS 578T,0.128,0
MT15987,X-3776,371900,5,6,Breast,HS 578T,0.344,0
MT15988,X-3778,371901,5,6,Breast,HS 578T,0.583,0.132
MT15989,X-3802,371902,5,6,Breast,HS 578T,0.293,0.307
MT15990,X-3803,371903,5,6,Breast,HS 578T,0.191,0
MT15991,X-3806,371904,5,6,Breast,HS 578T,0.387,0
MT15992,X-3808,371905,5,6,Breast,HS 578T,0.236,0
MT15993,X-3810,371906,5,6,Breast,HS 578T,0.235,0.244
MT15994,X-3816,371907,5,6,Breast,HS 578T,0.205,0
MT15995,X-3824,371908,5,6,Breast,HS 578T,0.32,0
MT15996,X-3830,371909,5,6,Breast,HS 578T,0.316,0
MT15997,X-3832 - possible phenol sulfate,371910,5,6,Breast,HS 578T,0.218,0
MT15998,X-3833,371911,5,6,Breast,HS 578T,0.232,0
MT15999,X-3843,371912,5,6,Breast,HS 578T,0.437,0
MT16000,X-3888,371913,5,6,Breast,HS 578T,0.239,0
MT16001,X-3893,371914,5,6,Breast,HS 578T,0.297,0
MT16002,X-3951,371915,5,6,Breast,HS 578T,0.949,0.091
MT16003,X-3952,371916,5,6,Breast,HS 578T,1.068,0.205
MT16004,X-3955,371917,5,6,Breast,HS 578T,3.591,1.205
MT16005,X-3992 - possible Cl adduct of Formate dimer,371918,5,6,Breast,HS 578T,1.079,0.403
MT16006,X-3994,371919,5,6,Breast,HS 578T,0.702,0.516
MT16007,X-3996,371920,5,6,Breast,HS 578T,0.07,0
MT16008,X-3998,371921,5,6,Breast,HS 578T,0.71,0.152
MT16009,X-4003,371922,5,6,Breast,HS 578T,0.155,0
MT16010,X-4013,371923,5,6,Breast,HS 578T,0.336,0
MT16011,X-4015,371924,5,6,Breast,HS 578T,0.626,0.2
MT16012,X-4018,371925,5,6,Breast,HS 578T,0.291,0.23
MT16013,X-4019,371926,5,6,Breast,HS 578T,0.268,0.085
MT16014,X-4020,371927,5,6,Breast,HS 578T,0.658,0.04
MT16015,X-4027,371928,5,6,Breast,HS 578T,0.016,0
MT16016,X-4030 - possible glutethimide or securinine,371929,5,6,Breast,HS 578T,0.304,0
MT16017,X-4032,371930,5,6,Breast,HS 578T,0.61,0.42
MT16018,X-4043,371931,5,6,Breast,HS 578T,0.754,0.256
MT16019,X-4046,371932,5,6,Breast,HS 578T,0.088,0
MT16020,X-4051,371933,5,6,Breast,HS 578T,0.157,0
MT16021,X-4053,371934,5,6,Breast,HS 578T,0.496,0.296
MT16022,X-4058,371935,5,6,Breast,HS 578T,1.195,0.594
MT16023,X-4075,371936,5,6,Breast,HS 578T,0.102,0
MT16024,X-4096 - possible gamma-glu-gly-leu,371937,5,6,Breast,HS 578T,0.942,0.321
MT16025,X-4116,371938,5,6,Breast,HS 578T,0.178,0
MT16026,X-4133,371939,5,6,Breast,HS 578T,1.043,0.141
MT16027,X-4231,371940,5,6,Breast,HS 578T,0.182,0
MT16028,X-4238,371941,5,6,Breast,HS 578T,0.919,0.235
MT16029,X-4251,371942,5,6,Breast,HS 578T,0.076,0
MT16030,X-4271,371943,5,6,Breast,HS 578T,0.338,0
MT16031,X-4354,371944,5,6,Breast,HS 578T,0.171,0
MT16032,X-4362,371945,5,6,Breast,HS 578T,0.141,0
MT16033,X-4407,371946,5,6,Breast,HS 578T,0.424,0
MT16034,X-4429,371947,5,6,Breast,HS 578T,0.221,0
MT16035,X-4432,371948,5,6,Breast,HS 578T,0.53,0.407
MT16036,X-4503,371949,5,6,Breast,HS 578T,0.233,0
MT16037,X-4510,371950,5,6,Breast,HS 578T,0.261,0
MT16038,X-4514,371951,5,6,Breast,HS 578T,0.261,0
MT16039,X-4516,371952,5,6,Breast,HS 578T,0.464,0.193
MT16040,X-4517,371953,5,6,Breast,HS 578T,0.227,0.11
MT16041,X-4522,371954,5,6,Breast,HS 578T,0.208,0
MT16042,X-4523,371955,5,6,Breast,HS 578T,0.311,0.112
MT16043,X-4567,371956,5,6,Breast,HS 578T,0.465,0
MT16044,X-4593,371957,5,6,Breast,HS 578T,0.76,0.086
MT16045,X-4611,371958,5,6,Breast,HS 578T,0.085,0
MT16046,X-4616 - retired duplicate of 5946,371959,5,6,Breast,HS 578T,0.418,0
MT16047,X-4617,371960,5,6,Breast,HS 578T,0.229,0
MT16048,X-4660,371961,5,6,Breast,HS 578T,0.429,0
MT16049,X-4667,371962,5,6,Breast,HS 578T,0.011,0
MT16050,X-4706,371963,5,6,Breast,HS 578T,0.294,0
MT16051,X-4727,371964,5,6,Breast,HS 578T,0.336,0
MT16052,X-4811,371965,5,6,Breast,HS 578T,0.5,0
MT16053,X-4906,371966,5,6,Breast,HS 578T,0.38,0
MT16054,X-5111,371967,5,6,Breast,HS 578T,0.039,0
MT16055,X-5147,371968,5,6,Breast,HS 578T,0.165,0.071
MT16056,X-5187,371969,5,6,Breast,HS 578T,0.244,0.163
MT16057,xanthine,371970,5,6,Breast,HS 578T,0.129,0
MT16058,xanthosine,371971,5,6,Breast,HS 578T,0.991,0.564
MT16059,xylitol,371972,5,6,Breast,HS 578T,1.724,0.556
MT15708,(2-Aminoethyl)phosphonate,371621,5,11,Melanoma,MDA-MB-435,0.566,0.306
MT15709,(p-Hydroxyphenyl)lactic acid,371622,5,11,Melanoma,MDA-MB-435,1.644,0.607
MT15710,"2,3-diphospho-D-glyceric acid",371623,5,11,Melanoma,MDA-MB-435,0.774,0.133
MT15711,2'-deoxyadenosine 5'-diphosphate,371624,5,11,Melanoma,MDA-MB-435,1.756,0.215
MT15712,2'-deoxyuridine 5'-triphosphate,371625,5,11,Melanoma,MDA-MB-435,0.222,0
MT15713,2'-deoxyuridine,371626,5,11,Melanoma,MDA-MB-435,0.104,0
MT15714,3-hydroxy-3-methylglutarate,371627,5,11,Melanoma,MDA-MB-435,10.086,1.63
MT15715,3-methyl-L-histidine,371628,5,11,Melanoma,MDA-MB-435,1.679,0.495
MT15716,3-phospho-d-glycerate,371629,5,11,Melanoma,MDA-MB-435,0.024,0
MT15717,3-phospho-l-serine,371630,5,11,Melanoma,MDA-MB-435,1.287,0.699
MT15718,4-Guanidinobutanoic acid,371631,5,11,Melanoma,MDA-MB-435,4.468,1.202
MT15719,"5,6-dihydrouracil",371632,5,11,Melanoma,MDA-MB-435,0.479,0.451
MT15720,"5,6-Dimethylbenzimidazole",371633,5,11,Melanoma,MDA-MB-435,1.941,0.584
MT15721,5-oxoproline,371634,5,11,Melanoma,MDA-MB-435,4.186,0.294
MT15722,5'-s-methyl-5'-thioadenosine,371635,5,11,Melanoma,MDA-MB-435,1.376,0.166
MT15723,6-phosphogluconic acid,371636,5,11,Melanoma,MDA-MB-435,0.932,0.349
MT15724,acetylphosphate,371637,5,11,Melanoma,MDA-MB-435,0.899,0.707
MT15725,adenine,371638,5,11,Melanoma,MDA-MB-435,4.005,0.121
MT15726,adenosine,371639,5,11,Melanoma,MDA-MB-435,1.32,0.68
MT15727,alanine,371640,5,11,Melanoma,MDA-MB-435,1.343,0.097
MT15728,allantoin,371641,5,11,Melanoma,MDA-MB-435,1.276,0.277
MT15729,alpha-D-ribose 5-phosphate,371642,5,11,Melanoma,MDA-MB-435,0.082,0
MT15730,alpha-keto-glutarate,371643,5,11,Melanoma,MDA-MB-435,1.088,0.303
MT15731,alpha-tocopherol,371644,5,11,Melanoma,MDA-MB-435,1.097,0.214
MT15732,anthranilic acid,371645,5,11,Melanoma,MDA-MB-435,0.433,0.067
MT15733,arabinose,371646,5,11,Melanoma,MDA-MB-435,0.174,0.091
MT15734,arginine,371647,5,11,Melanoma,MDA-MB-435,5.31,0.349
MT15735,arginino-succinate,371648,5,11,Melanoma,MDA-MB-435,3.095,2.478
MT15736,asparagine,371649,5,11,Melanoma,MDA-MB-435,6.19,0.192
MT15737,aspartate,371650,5,11,Melanoma,MDA-MB-435,6.036,0.775
MT15738,beta-alanine,371651,5,11,Melanoma,MDA-MB-435,1.017,0.234
MT15739,beta-hydroxypyruvic acid,371652,5,11,Melanoma,MDA-MB-435,1.587,1.604
MT15740,beta-nicotinamide adenine dinucleotide,371653,5,11,Melanoma,MDA-MB-435,4.331,0.324
MT15741,biotin,371654,5,11,Melanoma,MDA-MB-435,0.111,0
MT15742,caffeine,371655,5,11,Melanoma,MDA-MB-435,0.516,0.419
MT15743,carnitine,371656,5,11,Melanoma,MDA-MB-435,0.277,0.272
MT15744,cholesterol,371657,5,11,Melanoma,MDA-MB-435,1.31,0.613
MT15745,citric acid,371658,5,11,Melanoma,MDA-MB-435,1.58,0.347
MT15746,creatinine,371659,5,11,Melanoma,MDA-MB-435,11.427,0.926
MT15747,cysteine,371660,5,11,Melanoma,MDA-MB-435,0.07,0
MT15748,cytidine,371661,5,11,Melanoma,MDA-MB-435,2.069,0.244
MT15749,cytidine 5'-monophosphate,371662,5,11,Melanoma,MDA-MB-435,7.092,0.845
MT15750,D-allose,371663,5,11,Melanoma,MDA-MB-435,1.218,0.089
MT15751,DL-cystathionine,371664,5,11,Melanoma,MDA-MB-435,19.574,0.404
MT15752,DL-homocysteine,371665,5,11,Melanoma,MDA-MB-435,0.098,0
MT15753,D-ribose,371666,5,11,Melanoma,MDA-MB-435,0.828,0.084
MT15754,erythrose-4-phosphate,371667,5,11,Melanoma,MDA-MB-435,2.816,2.638
MT15755,ethylmalonic acid,371668,5,11,Melanoma,MDA-MB-435,0.924,0.063
MT15756,fumaric acid,371669,5,11,Melanoma,MDA-MB-435,5.415,0.718
MT15757,gamma-glu-cys,371670,5,11,Melanoma,MDA-MB-435,0.978,0.334
MT15758,gamma-L-glutamyl-L-glutamine,371671,5,11,Melanoma,MDA-MB-435,0.206,0
MT15759,gamma-L-glutamyl-L-tyrosine,371672,5,11,Melanoma,MDA-MB-435,0.185,0
MT15760,gluconic acid,371673,5,11,Melanoma,MDA-MB-435,1.37,0.518
MT15761,glucose-6-phosphate,371674,5,11,Melanoma,MDA-MB-435,0.055,0.005
MT15762,glutamic acid,371675,5,11,Melanoma,MDA-MB-435,1.931,0.327
MT15763,glutamine,371676,5,11,Melanoma,MDA-MB-435,0.582,0.063
MT15764,"glutathione, reduced",371677,5,11,Melanoma,MDA-MB-435,4.837,0.383
MT15765,glyceraldehyde,371678,5,11,Melanoma,MDA-MB-435,0.046,0
MT15766,glyceric acid,371679,5,11,Melanoma,MDA-MB-435,0.339,0.36
MT15767,glycerol,371680,5,11,Melanoma,MDA-MB-435,1.572,0.038
MT15768,glycine,371681,5,11,Melanoma,MDA-MB-435,1.235,0.286
MT15769,guanine,371682,5,11,Melanoma,MDA-MB-435,1.951,0.153
MT15770,guanosine,371683,5,11,Melanoma,MDA-MB-435,1.663,0.229
MT15771,guanosine 5'- monophosphate,371684,5,11,Melanoma,MDA-MB-435,1.358,0.128
MT15772,"gulono-1,4-lactone",371685,5,11,Melanoma,MDA-MB-435,0.031,0
MT15773,histidine,371686,5,11,Melanoma,MDA-MB-435,2.578,0.214
MT15774,homogentisate,371687,5,11,Melanoma,MDA-MB-435,0.089,0
MT15775,hypotaurine,371688,5,11,Melanoma,MDA-MB-435,1.434,0.074
MT15776,hypoxanthine,371689,5,11,Melanoma,MDA-MB-435,3.362,0.26
MT15777,inosine,371690,5,11,Melanoma,MDA-MB-435,2.233,0.297
MT15778,inositol,371691,5,11,Melanoma,MDA-MB-435,2.048,0.986
MT15779,inositol 1-phosphate,371692,5,11,Melanoma,MDA-MB-435,1.403,0.628
MT15780,"Isobar 13 includes 5-keto-D-gluconic acid, 2-keto-L-gulonic acid, D-glucuronic acid",371693,5,11,Melanoma,MDA-MB-435,0.746,0.22
MT15781,"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",371694,5,11,Melanoma,MDA-MB-435,1.075,0.422
MT15782,"Isobar 19 includes D-saccharic acid, 2-deoxy-D-galactose, 2-deoxy-D-glucose, L-fucose, L-rhamnose",371695,5,11,Melanoma,MDA-MB-435,5.816,4.974
MT15783,"Isobar 22 includes glutamic acid, O-acetyl-L-serine",371696,5,11,Melanoma,MDA-MB-435,1.061,0.413
MT15784,"Isobar 25 includes L-gulono-1,4-lactone, glucono-gamma-lactone",371697,5,11,Melanoma,MDA-MB-435,0.229,0.218
MT15785,"Isobar 27 includes L-kynurenine, alpha-2-diamino-gamma-oxobenzenebutanoic acid",371698,5,11,Melanoma,MDA-MB-435,1.056,0.217
MT15786,"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate, glucose 6-phosphate, D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, alpha-D-galactose 1 phosphate",371699,5,11,Melanoma,MDA-MB-435,0.807,0.267
MT15787,"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate, alpha-D-ribose-5-phosphate",371700,5,11,Melanoma,MDA-MB-435,1.106,0.303
MT15788,"Isobar 36 includes D-sorbitol 6-phosphate, mannitol-1-phosphate",371701,5,11,Melanoma,MDA-MB-435,0.546,0.886
MT15789,"Isobar 37 includes mannitol, dulcitol",371702,5,11,Melanoma,MDA-MB-435,1.511,1.241
MT15790,"Isobar 39 includes N-acetyl-D-glucosamine-6-phosphate, N-acetyl-alpha-D-glucosamine 1-phosphate",371703,5,11,Melanoma,MDA-MB-435,0.801,0.186
MT15791,"Isobar 4 includes Gluconic acid, DL-arabinose, D-ribose, L-xylose, DL-lyxose, D-xylulose",371704,5,11,Melanoma,MDA-MB-435,0.499,0.172
MT15792,"Isobar 6 includes valine, betaine",371705,5,11,Melanoma,MDA-MB-435,0.63,0.058
MT15793,"Isobar 9 includes sucrose, beta-D-lactose, D-trehalose, D-cellobiose, D-Maltose, palatinose, melibiose, alpha-D-lactose",371706,5,11,Melanoma,MDA-MB-435,3.841,3.686
MT15794,isoleucine,371707,5,11,Melanoma,MDA-MB-435,2.032,0.281
MT15795,Kynurenic acid,371708,5,11,Melanoma,MDA-MB-435,3.06,0.602
MT15796,lactate,371709,5,11,Melanoma,MDA-MB-435,3.103,0.288
MT15797,L-allo-threonine,371710,5,11,Melanoma,MDA-MB-435,1.03,0.092
MT15798,L-alpha-glycerophosphorylcholine,371711,5,11,Melanoma,MDA-MB-435,0.122,0.073
MT15799,L-arabitol,371712,5,11,Melanoma,MDA-MB-435,2.381,0.165
MT15800,L-beta-imidazolelactic acid,371713,5,11,Melanoma,MDA-MB-435,6.174,3.654
MT15801,leucine,371714,5,11,Melanoma,MDA-MB-435,1.052,0.171
MT15802,malic acid,371715,5,11,Melanoma,MDA-MB-435,13.443,0.807
MT15803,malonic acid,371716,5,11,Melanoma,MDA-MB-435,0.777,0.809
MT15804,mannose,371717,5,11,Melanoma,MDA-MB-435,0.144,0.102
MT15805,mannose-6-phosphate,371718,5,11,Melanoma,MDA-MB-435,0.05,0
MT15806,melatonin,371719,5,11,Melanoma,MDA-MB-435,0.696,0.436
MT15807,methionine,371720,5,11,Melanoma,MDA-MB-435,1.001,0.069
MT15808,N(5)-(aminocarbonyl)-L-ornithine,371721,5,11,Melanoma,MDA-MB-435,5.363,1.386
